'a'gong'yan 阿公岩
'jian'wei'feng 尖尾峰
'jian'wei'hua'yuan 健威花园
'jian'ye'zhong'xin 建业中心
'jian'zao'shang'hui 建造商会
'jian'zao'ye'xun'lian'ju 建造业训练局
'jian'zao'ye'xun'lian'zhong'xin 建造业训练中心
'jiang'jun'ao 将军澳
'jiang'jun'ao'cui'lin'cun'zong'zhan 将军澳翠林邨总站
'jiang'jun'ao'dao 将军澳道
'jiang'jun'ao'di'tie'zhan 将军澳地铁站
'jiang'jun'ao'gang'tie'che'chang 将军澳港铁车厂
'jiang'jun'ao'gong'ye'cun 将军澳工业邨
'jiang'jun'ao'guang'chang 将军澳广场
'jiang'jun'ao'hui'an'yuan 将军澳慧安园
'jiang'jun'ao'sai'ma'hui'zhen'suo 将军澳赛马会诊所
'jiang'jun'ao'ti'yu'guan 将军澳体育馆
'jiang'jun'ao'tian'zhu'jiao'xiao'xue 将军澳天主教小学
'jiang'jun'ao'yi'yuan 将军澳医院
'jiang'jun'ao'you'yong'chi 将军澳游泳池
'jiang'jun'ao'yun'dong'chang 将军澳运动场
'jiang'jun'ao'zhan 将军澳站
'jiang'jun'ao'zhong'xin 将军澳中心
'jiang'jun'li 将军里
'jiang'su'jie 江苏街
'jiang'xi'jie 江西街
'jiao'jing 蕉径
'jiao'keng 蕉坑
'jiao'keng'kou 蕉坑口
'jiao'liao'xia 较寮下
'jiao'tang 教堂
'jiao'tong'guang'chang 交通广场
'jiao'xi 滘西
'jiao'ye'gong'yuan 郊野公园
'jiao'ye'gong'yuan'guan'li'zhan 郊野公园管理站
'jiao'yi'guang'chang 交易广场
'jiao'yi'guang'chang'ba'shi'zong'zhan 交易广场巴士总站
'jiao'yi'guang'chang'xiao'ba'zhan 交易广场小巴站
'jiao'yi'zhou 交椅洲
'jiao'yu'lu 教育路
'jie'kou 街口
'jie'shi'jie 街市街
'jie'xian'cun 界咸村
'jie'xian'jie 界限街
'jie'xian'jie'gong'ce 界限街公厕
'jin'an'hua'yuan 金安花园
'jin'an'yuan 锦鞍苑
'jin'ba'li'dao 金巴利道
'jin'ba'lun'dao 金巴伦道
'jin'bai'ge 金栢阁
'jin'bai'li 金百利
'jin'bai'mang'cun'lu'kou 近白芒村路口
'jin'bi'bie'shu 金碧别墅
'jin'bi'hua'yuan 金碧花园
'jin'bi'lou 金碧楼
'jin'bo'jue 金伯爵
'jin'cheng'dao 金城道
'jin'cheng'dao'you'le'chang 金城道游乐场
'jin'da'fu'shu'xiao'xue 浸大附属小学
'jin'de'da'sha 金德大厦
'jin'fa'da'sha 金发大厦
'jin'feng'jie 金凤街
'jin'feng'jie'xiu'qi'chu 金凤街休憩处
'jin'feng'yuan 锦丰苑
'jin'hao'ge 金豪阁
'jin'hua'xi'yuan 金花戏院
'jin'huang'ju 缙皇居
'jin'hui'da'sha 锦辉大厦
'jin'hui'da'xue 浸会大学
'jin'hui'da'xue'dao 浸会大学道
'jin'hui'da'xue'su'she 浸会大学宿舍
'jin'hui'da'xue'yi'fu'xiao'yuan 浸会大学逸夫校园
'jin'hui'xiang'dao'ba'shi'zong'zhan 近汇翔道巴士总站
'jin'hui'yi'yuan 浸会医院
'jin'jian'sha'zui'zhan 近尖沙咀站
'jin'ju'de 金聚德
'jin'ke'shi'dian'zhan 近柯士甸站
'jin'li'yuan 金丽苑
'jin'long'chuan 金龙船
'jin'long'chuan'hai'xian'jiu'jia 金龙船海鲜酒家
'jin'long'chuan'jiu'jia 金龙船酒家
'jin'long'da'sha 金龙大厦
'jin'long'gong'ye'da'sha 金龙工业大厦
'jin'long'yuan 锦龙苑
'jin'long'zhong'xin 金龙中心
'jin'ma'lun'dao 金马伦道
'jin'mi'dun'dao 近弥敦道
'jin'ming'feng 晋名峰
'jin'ping'lou 锦屏楼
'jin'qian 金钱
'jin'qian'wei 金钱围
'jin'qin'hang'jie 近琴行街
'jin'shan 锦山
'jin'shan'hua'yuan 锦山花园
'jin'shang'hua'jia'yuan 锦上花家园
'jin'shang'lu 锦上路
'jin'shang'lu'tie'lu'zhan 锦上路铁路站
'jin'shang'lu'xi'tie'zhan 锦上路西铁站
'jin'shang'lu'zhan 锦上路站
'jin'sheng'gong'chang'da'sha 晋昇工厂大厦
'jin'sheng'gong'ye'da'sha 晋昇工业大厦
'jin'shi'xin'cun 锦石新村
'jin'shi'xin'cun'you'le'chang 锦石新村游乐场
'jin'shui'wan 近水湾
'jin'su'jie 金粟街
'jin'tai'yuan 锦泰苑
'jin'tao'ge 金涛阁
'jin'tian 锦田
'jin'tian'bo'di'lu 锦田波地路
'jin'tian'hui'xuan'chu 锦田回旋处
'jin'tian'jie'shi 锦田街市
'jin'tian'you'ju 锦田邮局
'jin'tian'zhen'suo 锦田诊所
'jin'tong'zhou'xi'jie 近通州西街
'jin'wei 金威
'jin'wen'tai 金文泰
'jin'wen'tai'zhong'xue 金文泰中学
'jin'wen'ying'lou 近文英楼
'jin'xi'hua'yuan 金禧花园
'jin'xiang'yuan 金象苑
'jin'xin'hui 浸信会
'jin'xin'hui'tian'hong'xiao'xue 浸信会天虹小学
'jin'xing'da'sha 金星大厦
'jin'xing'guang'xing 近星光行
'jin'xiu'da'dao 锦綉大道
'jin'xiu'hua'yuan 锦绣花园
'jin'xiu'hui'xuan'chu 锦綉回旋处
'jin'yi'ju'jie 近医局街
'jin'ying'yuan 锦英苑
'jin'ying'yuan'ba'shi'zong'zhan 锦英苑巴士总站
'jin'yu'man'tang 金玉满堂
'jin'yuan'yang'lou 金源洋楼
'jin'yuan'zhou'cun 近元州村
'jin'yuan'zhou'jie 近元州街
'jin'yun'ge 金云阁
'jin'yun'lou 锦云楼
'jin'zhong 金钟
'jin'zhong 金锺
'jin'zhong'ba'shi'zong'zhan 金钟巴士总站
'jin'zhong'dao 金钟道
'jin'zhong'dao'gang'tie'zhan 金钟道港铁站
'jin'zhong'gang'tie'zhan'dui'mian 金钟港铁站对面
'jin'zhong'hui'jie 近中汇街
'jin'zhong'lang 金钟廊
'jin'zhong'lang'tai'gu'guang'chang 金钟廊太古广场
'jin'zhong'tie'lu'zhan 金钟铁路站
'jin'zhong'zhan 金钟站
'jin'zhu'li 金竹里
'jin'zi'jing'guang'chang 金紫荆广场
'jing'cai'jie 井财街
'jing'cha'hui 警察会
'jing'cha'su'she 警察宿舍
'jing'cha'ti'yu'you'le'hui 警察体育游乐会
'jing'cha'xun'lian'xue'xiao 警察训练学校
'jing'cha'zong'bu 警察总部
'jing'du 径肚
'jing'feng'ge 景丰阁
'jing'feng'hao'ting 景峰豪庭
'jing'feng'hua'yuan 景峰花园
'jing'fu'jiu'dian 景福酒店
'jing'gang'bin'guan 京港宾馆
'jing'gang'jiu'dian 京港酒店
'jing'guang'jie 景光街
'jing'hu'ju 景湖居
'jing'hua'bin'guan 京华宾馆
'jing'hua'zhong'xin 京华中心
'jing'hui'ge 景晖阁
'jing'kou'lu 径口路
'jing'lan'shu 井栏树
'jing'lin'cun 景林邨
'jing'lin'cun'jing'rong'lou 景林邨景榕楼
'jing'ling 景岭
'jing'ling'shu'yuan 景岭书院
'jing'long'jie 景隆街
'jing'mian'tang 荆冕堂
'jing'rong'lou 景榕楼
'jing'sheng'yuan 景盛苑
'jing'shi'bai 京士柏
'jing'shi'dun'jie 京士顿街
'jing'shu 警署
'jing'tai'jie 景泰街
'jing'tou'cun 井头村
'jing'wan 景湾
'jing'wen'lou 景文楼
'jing'xi'ge 景熹阁
'jing'xi'yuan 景熹苑
'jing'xiao'dao 警校道
'jing'xin'tai 景新台
'jing'ye'jie 敬业街
'jing'yuan'jie 靖远街
'jing'zheng'da'lou 警政大楼
'jiu'ba'che'chang 九巴车厂
'jiu'ba'ji'zhong'qu 酒吧集中区
'jiu'bo'fu'lin'gou'fang 旧薄扶林狗房
'jiu'dong'yong'jing'shu 旧东涌警署
'jiu'du'shan'lu 九肚山路
'jiu'du'shan'ma'le'jing 九肚山马乐径
'jiu'en'shu'yuan 救恩书院
'jiu'hu'zhan 救护站
'jiu'hua'jing 九华径
'jiu'jiang'jie 九江街
'jiu'long 九龙
'jiu'long'bin'yi'guan 九龙殡仪馆
'jiu'long'cheng 九龙城
'jiu'long'cheng'fa'yuan 九龙城法院
'jiu'long'cheng'fa'yuan'da'lou 九龙城法院大楼
'jiu'long'cheng'guang'chang 九龙城广场
'jiu'long'cheng'hui'xuan'chu 九龙城回旋处
'jiu'long'cheng'jin'xin'hui 九龙城浸信会
'jiu'long'cheng'jing'shu 九龙城警署
'jiu'long'cheng'ma'tou 九龙城码头
'jiu'long'di'tie'zhan 九龙地铁站
'jiu'long'gong'gong'tu'shu'guan 九龙公共图书馆
'jiu'long'gong'ye'xue'xiao 九龙工业学校
'jiu'long'gong'yuan 九龙公园
'jiu'long'gong'yuan'jing 九龙公园径
'jiu'long'huang'yue 九龙皇悦
'jiu'long'ji'tie'zhan 九龙机铁站
'jiu'long'jiu'dian 九龙酒店
'jiu'long'keng 九龙坑
'jiu'long'shui'tang 九龙水塘
'jiu'long'tang 九龙塘
'jiu'long'tang'hui 九龙塘会
'jiu'long'tang'huo'che'zhan 九龙塘火车站
'jiu'long'tang'lian'he'dao 九龙塘联合道
'jiu'long'tang'tie'lu'zhan 九龙塘铁路站
'jiu'long'tang'you'yi'cheng'zong'zhan 九龙塘又一城总站
'jiu'long'tang'zhan 九龙塘站
'jiu'long'tie'lu'zhan 九龙铁路站
'jiu'long'wan 九龙湾
'jiu'long'wan'ba'shi'zong'zhan 九龙湾巴士总站
'jiu'long'wan'da'chang'zhong'xin 九龙湾大昌中心
'jiu'long'wan'guo'ji'zhan'mao'zhong'xin 九龙湾国际展贸中心
'jiu'long'wan'hong'tong'jie 九龙湾宏通街
'jiu'long'wan'hong'zhan'jie 九龙湾宏展街
'jiu'long'wan'jian'kang'zhong'xin 九龙湾健康中心
'jiu'long'wan'lin'hua'jie 九龙湾临华街
'jiu'long'wan'tie'lu'zhan 九龙湾铁路站
'jiu'long'wan'xiao'fang'ju 九龙湾消防局
'jiu'long'wan'yan'che'zhong'xin 九龙湾验车中心
'jiu'long'wan'yun'dong'chang 九龙湾运动场
'jiu'long'wan'zhan 九龙湾站
'jiu'long'wan'zong'zhan 九龙湾总站
'jiu'long'wei'jing'jiu'dian 九龙维景酒店
'jiu'long'yi'yuan 九龙医院
'jiu'long'you'ning'tang 九龙佑宁堂
'jiu'long'zai'gong'yuan 九龙仔公园
'jiu'long'zhai'cheng'gong'yuan 九龙寨城公园
'jiu'long'zhan 九龙站
'jiu'long'zhong'yang'you'zheng'ju 九龙中央邮政局
'jiu'qi'de'you'le'chang 旧啓德游乐场
'jiu'shan'ding'dao 旧山顶道
'jiu'shi'jun 救世军
'jiu'shi'jun'li'jing'yuan 救世军荔景院
'jiu'wan'zai'jing'shu 旧湾仔警署
'jiu'zhong'qu'jing'shu 旧中区警署
'jiu'zhu'tang 救主堂
'jiu'zuo'yong'chi 九座泳池
'ju'bao'fang 聚宝坊
'ju'hao'ju 聚豪居
'ju'kang'shan'zhuang 聚康山庄
'ju'long'ju 聚龙居
'ju'shu'jie 榉树街
'ju'xing'lou 聚星楼
'ju'yi'lou 居逸楼
'jue'lu'jie 爵禄街
'jue'shi'dao'de'cheng'jie 觉士道德成街
'jue'shi'hua'yuan 爵士花园
'jue'yue'ting 爵悦庭
'jun'cai'jie 骏才街
'jun'chang'jie 骏昌街
'jun'di 军地
'jun'fa'hua'yuan 骏发花园
'jun'feng'hua'yuan 峻峰花园
'jun'fu'hua'yuan 均富花园
'jun'guang'jie 骏光街
'jun'hong'jie 骏宏街
'jun'hong'xuan 俊宏轩
'jun'huang'ming'ju 骏皇名居
'jun'hui'gang 君汇港
'jun'hui'gang'dui'mian 君汇港对面
'jun'jing'guang'chang 骏景广场
'jun'jing'hua'yuan 骏景花园
'jun'jing'yuan 骏景园
'jun'jing'yuan'ba'shi'zong'zhan 骏景园巴士总站
'jun'le'xin'cun 钧乐新邨
'jun'lin'tian'xia 君临天下
'jun'ma'lou 骏马楼
'jun'min'yuan 俊民苑
'jun'qi'chang'jie 军器厂街
'jun'ri'jie 骏日街
'jun'shan'ge 峻山阁
'jun'ye'li 骏业里
'jun'yi'ba'shi'zhan 均益巴士站
'jun'yi'da'sha 均益大厦
'jun'yi'da'sha'di'er'qi 均益大厦第二期
'jun'yi'feng 君颐峰
'jun'yi'feng'zong'zhan 君颐峰总站
'jun'yi'jiu'dian 君怡酒店
'jun'yi'shi'duo 均益士多
'jun'ying'jie 骏盈街
'jun'yue'jiu'dian 君悦酒店
'jun'yun'bei'lu 骏运北路
'jun'yun'nan'lu 骏运南路
'ka'fei'wan 咖啡湾
'kai'de'da'sha 凯德大厦
'kai'lian'gong'ye'zhong'xin 开联工业中心
'kai'xin'guang'chang 开心广场
'kai'xuan'gong'shang'zhong'xin 凯旋工商中心
'kai'xuan'men 凯旋门
'kai'yue'da'jiu'dian 凯悦大酒店
'kai'yue'jiu'lou 凯悦酒楼
'kang'an'jie 康安街
'kang'bai'jing 康柏径
'kang'bai'yuan 康柏苑
'kang'bai'yuan'jin'bai'ge 康柏苑金柏阁
'kang'bai'yuan'long'bai'ge 康柏苑龙柏阁
'kang'cheng 康城
'kang'cui'tai 康翠台
'kang'da'dian'ye 康大电业
'kang'hong'guang'chang 康宏广场
'kang'hua'yuan 康华苑
'kang'hui'tai 康慧台
'kang'jing'hua'yuan 康景花园
'kang'jing'jie 康景街
'kang'le'lu 康乐路
'kang'le'yuan 康乐园
'kang'le'yuan'ba'shi'zhan 康乐园巴士站
'kang'li'yuan 康丽苑
'kang'li'yuan 康利苑
'kang'lin'yuan 康林苑
'kang'min'gong'ye'da'sha 康民工业大厦
'kang'min'gong'ye'zhong'xin 康民工业中心
'kang'min'jie 康民街
'kang'ming'lou 康明楼
'kang'ning'dao 康宁道
'kang'ning'dao'feng'ze 康宁道丰泽
'kang'ning'dao'gong'yuan 康宁道公园
'kang'ning'dao'jiao'tong'yin'hang 康宁道交通银行
'kang'ning'dao'la'ji'zhan 康宁道垃圾站
'kang'ning'dao'yi'an'da'sha 康宁道宜安大厦
'kang'ning'dao'you'le'chang 康宁道游乐场
'kang'ning'ge 康宁阁
'kang'ning'kang'hua'lou 康宁康华楼
'kang'qiang'jie 康强街
'kang'qiang'yuan 康强苑
'kang'shan'dao 康山道
'kang'shan'hua'yuan 康山花园
'kang'sheng'hua'yuan 康盛花园
'kang'sheng'jie 康盛街
'kang'tian'yuan 康田苑
'kang'xiang'lou 康祥楼
'kang'ya'yuan 康雅苑
'kang'yi'guang'chang 康怡广场
'kang'yi'guang'chang'nan'zuo 康怡广场南座
'kang'yi'hua'yuan 康怡花园
'kang'yi'ju 康怡居
'kang'yi'yuan 康逸苑
'kang'yu'jie 康愉街
'kao'bei'long'dao 靠背垄道
'ke'bu'lian'dao 柯布连道
'ke'da'da'sha 柯达大厦
'ke'dun'dao 克顿道
'ke'fa'dao 科发道
'ke'feng'zhong'xue 可风中学
'ke'jie 克街
'ke'li'zhong'xue 可立中学
'ke'shi'dian 柯士甸
'ke'shi'dian'dao 柯士甸道
'ke'shi'dian'dao'mei'gui'tang 柯士甸道玫瑰堂
'ke'shi'dian'dao'xi 柯士甸道西
'ke'shi'dian'zhan 柯士甸站
'ke'shi'jie 科士街
'ke'xing'jie 科兴街
'ke'xue'guan 科学馆
'ke'yun'da'lou 客运大楼
'keng'kou 坑口
'keng'kou'bei'xiao'ba'zong'zhan 坑口北小巴总站
'keng'kou'dao 坑口道
'keng'kou'tie'lu'zhan'zong'zhan 坑口铁路站总站
'keng'kou'zhan 坑口站
'keng'tou 坑头
'keng'tou'lu 坑头路
'keng'wei 坑尾
'keng'wei'cun 坑尾村
'keng'xia'fu 坑下甫
'kong'ling 孔岭
'kong'ling'cun 孔岭村
'kong'you'zhong'xin 空邮中心
'kuai'fu'jie 快富街
'kuai'fu'jie'zong'zhan 快富街总站
'kuai'jie'jia'ri 快捷假日
'kuang'hu'ju 匡湖居
'kui'fang 葵芳
'kui'fang'cun 葵芳邨
'kui'fang'cun'kui'xin'lou 葵芳邨葵信楼
'kui'fang'di'tie'xin'du'hui 葵芳地铁新都会
'kui'fang'gang'tie'zhan 葵芳港铁站
'kui'fang'guang'chang 葵芳广场
'kui'fang'qiu'chang 葵芳球场
'kui'fang'tie'lu'zhan 葵芳铁路站
'kui'fang'tie'lu'zhan'zong'zhan 葵芳铁路站总站
'kui'fang'xin'du'hui'guang'chang 葵芳新都会广场
'kui'fang'zhan 葵芳站
'kui'fang'zhi'fang'jie 葵芳智芳街
'kui'fu'dao 葵福道
'kui'fu'lu 葵福路
'kui'fu'yuan 葵馥苑
'kui'jun'yuan 葵俊苑
'kui'kang'yuan 葵康苑
'kui'qing'jiao'hui'chu 葵青交滙处
'kui'qing'ju'yuan 葵青剧院
'kui'rong'yuan 葵榕苑
'kui'sheng 葵盛
'kui'sheng'bei 葵盛北
'kui'sheng'cun 葵盛邨
'kui'sheng'cun'liu'zuo 葵盛邨六座
'kui'sheng'cun'sheng'an'lou 葵盛邨盛安楼
'kui'sheng'cun'sheng'feng'lou 葵盛邨盛丰楼
'kui'sheng'cun'sheng'le'lou 葵盛邨盛乐楼
'kui'sheng'cun'sheng'qiang'lou 葵盛邨盛强楼
'kui'sheng'dong'ba'shi'zong'zhan 葵盛东巴士总站
'kui'sheng'dong'shang'chang 葵盛东商场
'kui'sheng'dong'sheng'le'lou 葵盛东盛乐楼
'kui'sheng'kui'ye'jie 葵盛葵叶街
'kui'sheng'lu 葵盛路
'kui'sheng'wei 葵盛围
'kui'sheng'wei'kui'kang'yuan 葵盛围葵康苑
'kui'sheng'xi 葵盛西
'kui'sheng'xi'cun 葵盛西邨
'kui'sheng'xi'zong'zhan 葵盛西总站
'kui'sheng'yong'chi 葵盛泳池
'kui'sheng'you'yong'chi 葵盛游泳池
'kui'sheng'zhong'ba'shi'zong'zhan 葵盛中巴士总站
'kui'sheng'zong'zhan 葵盛总站
'kui'xi'jie 葵喜街
'kui'xi'lou 葵喜楼
'kui'xiao'jie 葵孝街
'kui'xin'lou 葵信楼
'kui'xing 葵兴
'kui'xing'cun 葵兴邨
'kui'xing'di'tie'zhan 葵兴地铁站
'kui'xing'gang'tie'zhan 葵兴港铁站
'kui'xing'lu'kui'xing'cun 葵兴路葵兴邨
'kui'xing'tie'lu'zhan 葵兴铁路站
'kui'xing'tie'lu'zhan'zong'zhan 葵兴铁路站总站
'kui'yong 葵涌
'kui'yong'cun 葵涌邨
'kui'yong'cun'ba'shi'zhan 葵涌邨巴士站
'kui'yong'cun'ba'shi'zong'zhan 葵涌邨巴士总站
'kui'yong'cun'chun'kui'lou 葵涌邨春葵楼
'kui'yong'cun'jie'fang'fu'li'hui 葵涌邨街坊福利会
'kui'yong'cun'lv'kui'lou 葵涌邨绿葵楼
'kui'yong'cun'qiao'di 葵涌邨桥底
'kui'yong'cun'qiu'kui'lou 葵涌邨秋葵楼
'kui'yong'cun'shang'chang 葵涌邨商场
'kui'yong'cun'xia'kui'lou 葵涌邨夏葵楼
'kui'yong'cun'xiao'kui'lou 葵涌邨晓葵楼
'kui'yong'cun'yin'kui'lou 葵涌邨茵葵楼
'kui'yong'cun'zhi'kui'lou 葵涌邨芷葵楼
'kui'yong'cun'zong'zhan 葵涌邨总站
'kui'yong'da'zhuan'ping'jie 葵涌打砖坪街
'kui'yong'dao'li'jing'cun 葵涌道荔景邨
'kui'yong'gong'li'xue'xiao 葵涌公立学校
'kui'yong'guan'li'xiao'xue 葵涌官立小学
'kui'yong'guang'chang 葵涌广场
'kui'yong'guang'hui'wei 葵涌光辉围
'kui'yong'guang'hui'yuan 葵涌光辉园
'kui'yong'huo'zang'chang 葵涌火葬场
'kui'yong'ji'ma'jia'lie'yi'yuan 葵涌及玛嘉烈医院
'kui'yong'jian'quan'jie 葵涌健全街
'kui'yong'jiao'hui'chu 葵涌交滙处
'kui'yong'jie'fang'hui 葵涌街坊会
'kui'yong'kui'tai'lu 葵涌葵泰路
'kui'yong'lan'tian'jie 葵涌蓝田街
'kui'yong'lian'fang 葵涌殓房
'kui'yong'ping'li'jing 葵涌屏丽径
'kui'yong'shang'chang 葵涌商场
'kui'yong'shi'yi'lu 葵涌石宜路
'kui'yong'shi'yin'lu 葵涌石荫路
'kui'yong'shi'ying'jing 葵涌石英径
'kui'yong'xun'dao'zhong'xue 葵涌循道中学
'kui'yong'yao'rong'li 葵涌耀荣里
'kui'yong'ye'cheng'jie 葵涌业成街
'kui'yong'yi'yuan 葵涌医院
'kui'yong'yi'yuan'lu'kou 葵涌医院路口
'kui'yong'yun'dong'chang 葵涌运动场
'kui'yong'zhen'suo 葵涌诊所
'kui'yun'cun 葵芸邨
'la'sha'li'dao 喇沙利道
'la'sha'shu'yuan 喇沙书院
'la'sha'xiao'xue 喇沙小学
'la'sha'zhong 喇沙中
'lai'dong 莱洞
'lan'cheng'wan 蓝澄湾
'lan'cheng'wan'ba'shi'zhan 蓝澄湾巴士站
'lan'dan'jing 缆单径
'lan'di'jiao'hui'chu 蓝地交汇处
'lan'di'qing'tie'zhan 蓝地轻铁站
'lan'di'tie'lu'zhan 蓝地铁路站
'lan'fang'dao 兰芳道
'lan'gui'fang 兰桂坊
'lan'gui'fang'jiu'dian 兰桂坊酒店
'lan'kai'xia'dao 兰开夏道
'lan'ni'wan 烂泥湾
'lan'tang'dao 蓝塘道
'lan'tian 蓝田
'lan'tian'di'tie'zhan 蓝田地铁站
'lan'tian'fen'ke'zhen'suo 蓝田分科诊所
'lan'tian'gong'yuan 蓝田公园
'lan'tian'hai'an 蓝天海岸
'lan'tian'tie'lu'zhan 蓝田铁路站
'lan'tian'zhan 蓝田站
'lan'wan'ban'dao 蓝湾半岛
'lan'wan'ban'dao'ba'shi'zong'zhan 蓝湾半岛巴士总站
'lan'xiu'dao 兰秀道
'lang'bian 朗边
'lang'cheng'wan 浪澄湾
'lang'cui'yuan 浪翠园
'lang'cui'yuan'ba'shi'zong'zhan 浪翠园巴士总站
'lang'cui'yuan'di'er'qi 浪翠园第二期
'lang'cui'yuan'di'san'qi 浪翠园第三期
'lang'cui'yuan'di'si'qi 浪翠园第四期
'lang'cui'yuan'di'yi 浪翠园第一
'lang'cui'yuan'di'yi'qi 浪翠园第一期
'lang'cui'yuan'yi 浪翠园一
'lang'hao'fang 朗豪坊
'lang'ping 朗屏
'lang'ping'cun 朗屏邨
'lang'ping'cun'yue'ping'lou 朗屏邨悦屏楼
'lang'ping'cun'zhu'ping'lou 朗屏邨珠屏楼
'lang'ping'cun'zong'zhan 朗屏邨总站
'lang'ping'lu 朗屏路
'lang'ping'tie'lu'zhan'zong'zhan 朗屏铁路站总站
'lang'ping'zhan 朗屏站
'lang'qie 浪茄
'lang'qin'xuan 浪琴轩
'lang'ri'lu 朗日路
'lang'sha 朗厦
'lang'ting 朗廷
'lang'ting'jiu'dian 朗廷酒店
'lang'ting'yuan 朗庭园
'lang'ye'jie 朗业街
'lao'gong'zi'di'xue'xiao 劳工子弟学校
'lao'hu'keng 老虎坑
'lao'ren'yuan 老人院
'lao'shu'tian 老鼠田
'lao'shu'zhou'er'tong'you'le'chang 老鼠洲儿童游乐场
'lao'wei 老围
'lao'wei'cun 老围村
'lao'zheng'xing 老正兴
'lao'zi'shen'cai'chu 劳资审裁处
'le'fu 乐富
'le'fu'cun 乐富邨
'le'fu'di'tie'zhan 乐富地铁站
'le'fu'guang'chang 乐富广场
'le'fu'ji'zhi'dao 乐富吉之岛
'le'fu'jie'shi 乐富街市
'le'fu'you'le'chang 乐富游乐场
'le'fu'zhong'xin 乐富中心
'le'fu'zong'zhan 乐富总站
'le'gu'dao 乐古道
'le'he'jie 乐和街
'le'hu'zhan 乐湖站
'le'hua'nan'cun 乐华南邨
'le'hua'zong'zhan 乐华总站
'le'huo'dao 乐活道
'le'ji'zhong'xin 乐基中心
'le'jing'jie 乐景街
'le'jing'lou 乐景楼
'le'li'jie 乐礼街
'le'lin'lu 乐林路
'le'man'lou 乐满楼
'le'min'dao 乐民道
'le'min'xin'cun 乐民新村
'le'qian'lou 乐谦楼
'le'ren'xue'xiao 乐仁学校
'le'shan'mei'dao 乐善美道
'le'tian'fu'kang'zhong'xin 乐天复康中心
'le'xiang'lou 乐祥楼
'le'xin'jing 乐信径
'le'xuan'tai 乐轩台
'le'ya'yuan 乐雅苑
'le'yao'lou 乐瑶楼
'le'yi'yuan 乐意园
'le'yuan 乐园
'lei'gong'tian 雷公田
'li'an 利安
'li'an'ba'shi'zong'zhan 利安巴士总站
'li'an'cun 丽安邨
'li'an'cun 利安邨
'li'an'cun'zong'zhan 利安邨总站
'li'bao'chun 李宝椿
'li'bao'dao 荔宝道
'li'bao'hua'yuan 丽宝花园
'li'bao'li'dun'zhong'xin 力宝礼顿中心
'li'bao'zhong'xin 力宝中心
'li'bei'jie 梨贝街
'li'bei'jie'ba'shi'zong'zhan 梨贝街巴士总站
'li'bi'shan 犁壁山
'li'bing'zhong'xue 李炳中学
'li'chen 利臣
'li'cheng'hua'yuan 丽城花园
'li'cheng'hua'yuan'di'er'qi 丽城花园第二期
'li'cheng'hua'yuan'di'san'qi 丽城花园第三期
'li'cheng'hua'yuan'di'yi'qi 丽城花园第一期
'li'cheng'hua'yuan'jie'shi 丽城花园街市
'li'cheng'hua'yuan'san'qi 丽城花园三期
'li'cheng'hua'yuan'yi'qi 丽城花园一期
'li'da'zhong'xin 利达中心
'li'de'cun 励德邨
'li'de'cun'cun'rong'lou 励德邨邨荣楼
'li'de'cun'de'quan'lou 励德邨德全楼
'li'de'jie 励德街
'li'de'li 立德里
'li'dong 丽东
'li'dong'cun 利东邨
'li'dong'cun'ba'shi'zong'zhan 利东邨巴士总站
'li'dong'cun'dao 利东邨道
'li'dong'cun'dong'xing'lou 利东邨东兴楼
'li'dong'jie'shi 利东街市
'li'dong'shang'chang 利东商场
'li'du'hua'yuan 丽都花园
'li'du'jiu'dian 丽都酒店
'li'du'wan 丽都湾
'li'dun'dao 礼顿道
'li'dun'dao'ji'li'hua'mu'qiu'hui 礼顿道纪利华木球会
'li'dun'shan 礼顿山
'li'dun'zhong'xin 礼顿中心
'li'dun'zhong'xin'li'dun'dao 礼顿中心礼顿道
'li'fa'hui'da'lou 立法会大楼
'li'feng'hua'yuan 丽峰花园
'li'fu'lou 利富楼
'li'gang'cheng 丽港城
'li'gang'cheng'shang'chang 丽港城商场
'li'gang'cheng'zong'zhan 丽港城总站
'li'gang'gong'yuan 丽港公园
'li'gang'zhong'xin 丽港中心
'li'ge'ba'shi'zong'zhan 丽阁巴士总站
'li'ge'cun 丽阁邨
'li'gong'da'xue 理工大学
'li'gong'da'xue'su'she 理工大学宿舍
'li'gong'su'she 理工宿舍
'li'hao'ge 丽豪阁
'li'hao'jiu'dian 丽豪酒店
'li'heng'lou 利恒楼
'li'hu'ju 丽湖居
'li'hua'ge 丽华阁
'li'hua'lou 丽华楼
'li'hua'xin'cun 利华新村
'li'hui'li 李惠利
'li'hui'li'gong'ye'xue'yuan 李惠利工业学院
'li'jia'bin'guan 丽嘉宾馆
'li'jia'cheng'zhuan'ke'zhen'suo 李嘉诚专科诊所
'li'jie'lou 励洁楼
'li'jing 荔景
'li'jing'bei'ba'shi'zong'zhan 荔景北巴士总站
'li'jing'cun 荔景邨
'li'jing'cun'he'jing'lou 荔景邨和景楼
'li'jing'cun'le'jing'lou 荔景邨乐景楼
'li'jing'cun'ri'jing'lou 荔景邨日景楼
'li'jing'da'lou 荔景大楼
'li'jing'dao 丽景道
'li'jing'di'tie 荔景地铁
'li'jing'di'tie'zhan 荔景地铁站
'li'jing'gang'tie 荔景港铁
'li'jing'hua'yuan 丽晶花园
'li'jing'hua'yuan'ba'zuo 丽晶花园八座
