'ai'er'bu'lang'ji 埃尔布朗基
'duo'fen'bian'lv'qu'xian 多分辨率曲线
'duo'gong'neng'guang 多功能光
'duo'gong'neng'tiao 多功能条
'duo'gong'xu'shi'ti'zao'xing 多工序实体造型
'duo'guang'pu'tu'xiang 多光谱图像
'duo'guan'lian'chu'li'ji 多关联处理机
'duo'guo'yu'yan'ban 多国语言版
'duo'gu'zhang 多故障
'duo'hang'biao'qian 多行标签
'duo'hang'shou'cang 多行收藏
'duo'hang'zhu'shi 多行注释
'duo'hui'lu'kong'zhi 多回路控制
'duo'hui'lu'tiao'jie 多回路调节
'duo'ji 多级
'duo'ji'an'quan 多级安全
'duo'ji'fan'kui 多级反馈
'duo'ji'fan'kui'dui'lie 多级反馈队列
'duo'ji'gao'su'huan'cun 多级高速缓存
'duo'ji'mo'ni 多级模拟
'duo'jin'cheng 多进程
'duo'ji'she'bei 多级设备
'duo'ji'suan'ji 多计算机
'duo'ji'suan'ji'xi'tong 多计算机系统
'duo'ji'wang'luo 多级网络
'duo'ji'you'xian'ji'zhong'duan 多级优先级中断
'duo'ji'zhong'duan 多级中断
'duo'kuo'zhan'ming 多扩展名
'duo'lei'luo'ji 多类逻辑
'duo'lian'jie 多连接
'duo'lian'jie 多链接
'duo'lian'lu 多链路
'duo'lie'xian'shi 多列显示
'duo'lie'xian'shi'mo'shi 多列显示模式
'duo'li'hua 多例化
'duo'lu 多路
'duo'lu'fen'pei'qi 多路分配器
'duo'lu'tui'li 多路推理
'duo'lu'zhuan'huan'tong'dao 多路转换通道
'duo'mei'ti 多媒体
'duo'mei'ti'bian'mu'shu'ju'ku 多媒体编目数据库
'duo'mei'ti'ge'ren'ji'suan'ji 多媒体个人计算机
'duo'mei'ti'hui'yi 多媒体会议
'duo'mei'ti'ji'shu 多媒体技术
'duo'mei'ti'ji'shu'ying'yong 多媒体技术应用
'duo'mei'ti'ji'suan'ji 多媒体计算机
'duo'mei'ti'kuo'zhan 多媒体扩展
'duo'mei'ti'shu'ju'ban'ben'guan'li 多媒体数据版本管理
'duo'mei'ti'shu'ju'cun'chu'guan'li 多媒体数据存储管理
'duo'mei'ti'shu'ju'jian'suo 多媒体数据检索
'duo'mei'ti'shu'ju'ku 多媒体数据库
'duo'mei'ti'shu'ju'lei'xing 多媒体数据类型
'duo'mei'ti'shu'ju'mo'xing 多媒体数据模型
'duo'mei'ti'tong'xin 多媒体通信
'duo'mei'ti'tong'xun 多媒体通讯
'duo'mei'ti'xin'xi'fu'wu 多媒体信息服务
'duo'mei'ti'xin'xi'xi'tong 多媒体信息系统
'duo'mei'ti'xi'tong 多媒体系统
'duo'mei'ti'yan'shen'zhi'ling'ji 多媒体延伸指令集
'duo'mei'ti'ye'wu 多媒体业务
'duo'mian'ti'cai'jian 多面体裁剪
'duo'mian'ti'jian'hua 多面体简化
'duo'mian'ti'mo'xing 多面体模型
'duo'mi'nuo'xiao'ying 多米诺效应
'duo'mo'shi'jie'kou 多模式接口
'duo'mo'xing'xu'ni'huan'jing 多模型虚拟环境
'duo'qu'hei'ban 多区黑板
'duo'ren'wu 多任务
'duo'ren'wu'chu'li 多任务处理
'duo'ren'wu'guan'li 多任务管理
'duo'se'diao'fen'fa 多色调分法
'duo'shi'fen'jiao'huan 多时分交换
'duo'shu'ju 多数据
'duo'shu'jue'ding'men 多数决定门
'duo'shu'ju'liu 多数据流
'duo'shu'xing'jue'ce'xi'tong 多属性决策系统
'duo'su'zhu'zhu'ji 多宿主主机
'duo'tai 多态
'duo'tai'bian'cheng'yu'yan 多态编程语言
'duo'tai'luo'ji 多态逻辑
'duo'tai'xing 多态性
'duo'tiao'yu'ju 多条语句
'duo'tong'dao 多通道
'duo'tong'dao'chuan'shu 多通道传输
'duo'tou'tu'ling'ji 多头图灵机
'duo'wei'cun'qu 多维存取
'duo'wei'fen'xi 多维分析
'duo'wei'shu'ju'jie'gou 多维数据结构
'duo'wei'shu'zu 多维数组
'duo'wei'tu'ling'ji 多维图灵机
'duo'wen'jian'dui'hua'kuang 多文件对话框
'duo'wen'zhong'cao'zuo'xi'tong 多文种操作系统
'duo'wen'zhong'xin'xi'chu'li 多文种信息处理
'duo'xian'cheng 多线程
'duo'xian'cheng'chu'li 多线程处理
'duo'xiang'shi'dui'shu'shen'du 多项式对数深度
'duo'xiang'shi'dui'shu'shi'jian 多项式对数时间
'duo'xiang'shi'ke'gui'yue 多项式可归约
'duo'xiang'shi'ke'gui'yue'de 多项式可归约的
'duo'xiang'shi'ke'zhuan'huan 多项式可转换
'duo'xiang'shi'kong'jian 多项式空间
'duo'xiang'shi'pu'xi 多项式谱系
'duo'xiang'shi'shi'jian 多项式时间
'duo'xiang'shi'shi'jian'gui'yue 多项式时间归约
'duo'xiang'shi'you'jie 多项式有界
'duo'xie'yi 多协议
'duo'xie'yi'lu'you'qi 多协议路由器
'duo'xin'dian'lan 多芯电缆
'duo'xin'pian'mo'kuai 多芯片模块
'duo'xue'zhu'ji 多穴主机
'duo'ye'dao 多页到
'duo'yi 多义
'duo'yi'ke'gui'xing 多一可归性
'duo'yin'qing 多引擎
'duo'yi'wen'fa 多义文法
'duo'yong'hu 多用户
'duo'yong'hu'cao'zuo'xi'tong 多用户操作系统
'duo'yong'hu'kong'zhi 多用户控制
'duo'yong'hu'xi'tong 多用户系统
'duo'you'xian'ji 多优先级
'duo'yuan'sui'ji'tui'li 多元随机推理
'duo'yuan'tong'ji'tui'li 多元统计推理
'duo'yu'fan'yi 多语翻译
'duo'yu'zhong'chu'li'ji 多语种处理机
'duo'yu'zhong'fan'yi 多语种翻译
'duo'yu'zhong'xin'xi'chu'li'xi'tong 多语种信息处理系统
'duo'zhi 多址
'duo'zhi'fang'wen 多址访问
'duo'zhi'ling 多指令
'duo'zhi'ling'fa'she 多指令发射
'duo'zhi'luo'ji 多值逻辑
'duo'zhi'yi'lai 多值依赖
'duo'zhong'duan 多终端
'duo'zhong'duan'jian'kong'cheng'xu 多终端监控程序
'duo'zhong'gong'ji'fang'fa'hun'he'shi'yong 多种攻击方法混合使用
'duo'zhong'ji 多重集
'duo'zhou'qi'shi'xian 多周期实现
'duo'zhu'ti 多主体
'duo'zhu'ti'chu'li'huan'jing 多主体处理环境
'duo'zhu'ti'tui'li 多主体推理
'duo'zhu'ti'xi'tong 多主体系统
'duo'zi'jie 多字节
'duo'zi'jie'tu'xing'zi'fu'ji 多字节图形字符集
'duo'zong'xian 多总线
'duo'zuo'ye 多作业
'duo'zuo'ye'chu'li 多作业处理
'du'pei'zhi'xiang 读配置项
'du'qu 读取
'du'ren'wu 读任务
'du'ri'qi'shu'xing 读日期属性
'du'ru'shu'ju 读入数据
'du'ru'wen'ben 读入文本
'du'ru'wen'jian 读入文件
'du'ru'yi'hang 读入一行
'du'ru'yuan'yu 读入原语
'du'ru'zi'jie'ji 读入字节集
'du'shu'ju'xian 读数据线
'du'shu'xing 读属性
'du'shu'zhi'shu'xing 读数值属性
'du'suo 读锁
'du'wen'ben'shu'xing 读文本属性
'du'wen'ben'xing'nei'cun 读文本型内存
'du'xie 读写
'du'xie'ci'tou 读写磁头
'du'xie'kong 读写孔
'du'xie'kong'zhi'dian'lu 读写控制电路
'du'xie'zhou'qi 读写周期
'du'xing'ni'zhuan 毒性逆转
'du'xin'hao 读信号
'du'xuan'ze'xian 读选择线
'du'yan'sha'du'ruan'jian 毒眼杀毒软件
'du'zao'sheng 读噪声
'du'zheng'shu'nei'cun 读整数内存
'du'zheng'shu'xing'nei'cun 读整数型内存
'du'zi'duan 读字段
'du'zi'jie'ji'nei'cun 读字节集内存
'e'ding'dian'ya 额定电压
'e'ding'fu'zai 额定负载
'e'du'zhan'shi'bing'du 恶毒战士病毒
'er'ceng'jiao'huan 二层交换
'er'cha'cha'zhao'shu 二叉查找树
'er'cha'lian'biao 二叉链表
'er'cha'pai'xu'shu 二叉排序树
'er'cha'pan'ding'tu 二叉判定图
'er'cha'shu 二叉树
'er'ci'qu'mian 二次曲面
'er'ci'xing'xing'neng'zhi'biao 二次型性能指标
'er'dian'tou'shi 二点透视
'er'fen'cha'ru 二分插入
'er'fen'sou'suo 二分搜索
'er'fen'tu 二分图
'er'jie'can'shu'lian'xu 二阶参数连续
'er'jie'ji'he'lian'xu 二阶几何连续
'er'jie'luo'ji 二阶逻辑
'er'jie'shu'ci 二阶述词
'er'ji'gao'su'huan'cun 二级高速缓存
'er'ji'mi'yue 二级密钥
'er'jin'zhi 二进制
'er'jin'zhi'da'dui'xiang 二进制大对象
'er'jin'zhi'dan'yuan 二进制单元
'er'jin'zhi'lun'tan 二进制论坛
'er'jin'zhi'shu'zi 二进制数字
'er'jin'zhi'wei 二进制位
'er'jin'zhi'wen'jian 二进制文件
'er'jin'zhi'yun'suan 二进制运算
'er'jin'zhi'zi'fu 二进制字符
'er'lu'gui'bing 二路归并
'er'nan'tui'li 二难推理
'er'tong'yu'yan'mo'xing 儿童语言模型
'er'tong'zai'xian'yin'si'quan'bao'hu'fa 儿童在线隐私权保护法
'er'wei'shu'zu 二维数组
'er'yuan'guan'xi 二元关系
'er'yuan'yu'fa 二元语法
'er'yuan'yu'jie'shi 二元预解式
'er'zhi'tu'xiang 二值图像
'e'wai'ci'dao 额外磁道
'e'wai'nei'rong 额外内容
'e'wai'shan'qu 额外扇区
'e'wai'xin'xi 额外信息
'e'yi'dai'ma 恶意代码
'e'yi'gong'ji 恶意攻击
'e'yi'luo'ji 恶意逻辑
'e'yi'ruan'jian 恶意软件
'fa'guan 法官
'fa'guang'chi'cun 发光尺寸
'fa'guang'er'ji'guan'bei'guang 发光二极管背光
'fa'guang'er'ji'guan'xian'shi 发光二极管显示
'fa'guang'er'ji'guan'yin'shua'ji 发光二极管印刷机
'fa'la'dian'long 法拉电笼
'fan'bian'yi'cheng'xu 反编译程序
'fan'bian'yi'qi 反编译器
'fan'bing'du 反病毒
'fan'bing'du'zi'xun 反病毒咨询
'fan'bo 反驳
'fan'chong 反冲
'fan'chou 范畴
'fan'chou'fen'xi 范畴分析
'fan'chou'he'yi'yu'fa 范畴合一语法
'fan'chou'yu'fa 范畴语法
'fan'chuan'wang'luo 反传网络
'fan'du 反读
'fang'an 方案
'fang'bing'du 防病毒
'fang'bing'du'cheng'xu 防病毒程序
'fang'bing'du'ruan'jian 防病毒软件
'fang'da'gong'ju 放大工具
'fan'gen'zong 反跟踪
'fang'fa'duo'tai 方法多态
'fang'fa'ku 方法库
'fang'fa'ming 方法名
'fang'fan'cuo'shi 防范措施
'fang'fa'nei'bu'lei 方法内部类
'fang'fan'shou'duan 防范手段
'fang'fu'zhi 防复制
'fang'han'shu 仿函数
'fang'huo'qiang 防火墙
'fang'hu'ping'gu'he'yan'jiu'ji'gou 防护评估和研究机构
'fang'hu'ti'xi 防护体系
'fang'hu'xiao'xi'xi'tong 防护消息系统
'fang'jian'die'ruan'jian 防间谍软件
'fang'kuo'hu'fa 方括弧法
'fang'la'ji'you'jian'ruan'jian 防垃圾邮件软件
'fang'qi 放弃
'fang'qie'ting 防窃听
'fang'qi'xu'lie 放弃序列
'fang'she'bian'huan 仿射变换
'fang'she'xing'he'su 放射性核素
'fang'shui'qiang 防水墙
'fang'song'ti 仿宋体
'fang'suo 放缩
'fan'guang 泛光
'fan'guan'xi 泛关系
'fang'wei'jiao'ci'ji'lu 方位角磁记录
'fang'wei'zhu'yi 方位主义
'fang'wen 访问
'fang'wen'biao 访问表
'fang'wen'ce'lue 访问策略
'fang'wen'chong'tu 访问冲突
'fang'wen'deng'ji 访问等级
'fang'wen'duan'kou 访问端口
'fang'wen'e'zhi 访问遏制
'fang'wen'fan'chou 访问范畴
'fang'wen'gong'xiang 访问共享
'fang'wen'guan'li 访问管理
'fang'wen'han'shu 访问函数
'fang'wen'ji'bie 访问级别
'fang'wen'ju'bu'xing 访问局部性
'fang'wen'ju'shou'xing 访问局守性
'fang'wen'ju'zhen 访问矩阵
'fang'wen'kong'zhi 访问控制
'fang'wen'kong'zhi'biao 访问控制表
'fang'wen'kong'zhi'cuo'shi 访问控制措施
'fang'wen'kong'zhi'fu'wu 访问控制服务
'fang'wen'kong'zhi'ji'zhi 访问控制机制
'fang'wen'kong'zhi'lie'biao 访问控制列表
'fang'wen'kong'zhi'san'yuan'zu 访问控制三元组
'fang'wen'kong'zhi'zi'duan 访问控制字段
'fang'wen'kou'ling 访问口令
'fang'wen'lei'bie 访问类别
'fang'wen'lei'xing 访问类型
'fang'wen'ling'pai 访问令牌
'fang'wen'lin'jie'qu 访问临界区
'fang'wen'mo'shi 访问模式
'fang'wen'qi 访问期
'fang'wen'qi 访问器
'fang'wen'quan 访问权
'fang'wen'shi'jian 访问时间
'fang'wen'shi'jian'zui'xiao'hua 访问时间最小化
'fang'wen'shou'quan 访问授权
'fang'wen'te'quan 访问特权
'fang'wen'wei'zhi'ji'cun'qi 访问位置寄存器
'fang'wen'xu'ke 访问许可
'fang'wen'zhou'qi 访问周期
'fang'xiang'xiang'liang 方向向量
'fang'xing'kong'zhi'qi 仿形控制器
'fang'xing'xiang'su 方形像素
'fang'xin'xi'xie'lou 防信息泄漏
'fang'xin'xi'xie'lou'kong'zhi'fan'wei 防信息泄漏控制范围
'fang'xiu'tan'ruan'jian 防嗅探软件
'fang'yan'xue 方言学
'fang'yi'cheng'xu 防疫程序
'fang'yu 防御
'fang'yu'duo'yang'hua 防御多样化
'fang'zhen 仿真
'fang'zhen'cheng'xu 仿真程序
'fang'zhen'ding'xing'tui'li 仿真定性推理
'fang'zhen'ji'suan'ji 仿真计算机
'fang'zhen'qi 仿真器
'fang'zhen'te'xiao 仿真特效
'fang'zhen'zhong'duan 仿真终端
'fan'he'yi 泛合一
'fan'hong 泛洪
'fan'hua 泛化
'fan'hui'bian 反汇编
'fan'hui'bian'cheng'xu 反汇编程序
'fan'hui'bian'qi 反汇编器
'fan'hui'hui'fu 返回恢复
'fan'hui'lu'jing 返回路径
'fan'hui'zhi 返回值
'fan'kui'bian'ji'he 反馈边集合
'fan'kui'kong'zhi 反馈控制
'fan'kui'qiao'jie'gu'zhang 反馈桥接故障
'fan'lan 泛滥
'fan'li 反例
'fan'li 范例
'fan'li'biao'shi 范例表示
'fan'li'chong'cun 范例重存
'fan'li'chong'yong 范例重用
'fan'li'jian'suo 范例检索
'fan'li'jian'suo'wang 范例检索网
'fan'li'jie'gou 范例结构
'fan'li'ku 范例库
'fan'li'xiu'zheng 范例修正
'fan'li'yan'zheng 范例验证
'fan'li'yi'cun'xiang'si'xing 范例依存相似性
'fan'ma 反码
'fan'qie'ting'zhuang'zhi 反窃听装置
'fan'she'de 反射的
'fan'she'de'mian'xiang'dui'xiang'bian'cheng 反射的面向对象编程
'fan'she'dian'ya 反射电压
'fan'she'ding'lv 反射定律
'fan'she'ku 反射库
'fan'she'lv 反射率
'fan'she'ti 反射体
'fan'she'xi'shu 反射系数
'fan'shi 范式
'fan'ti'zi 繁体字
'fan'tong'lun'tan 饭统论坛
'fan'tou'ying'suan'zi 反投影算子
'fan'wei 范围
'fan'wei'jie'xian 范围界限
'fan'xiang'fu'yong 反向复用
'fan'xiang'hui'fu 反向恢复
'fan'xiang'ji'fei'jie'shou 反向计费接受
'fan'xiang'ju'yu'wang'xin'dao 反向局域网信道
'fan'xiang'tui'li 反向推理
'fan'xiang'xin'dao 反向信道
'fan'xiang'yan'ma 反向掩码
'fan'xing 泛型
'fan'xing'bian'cheng 泛型编程
'fan'xing'fang'fa 泛型方法
'fan'xing'jie'kou 泛型接口
'fan'xing'lei 泛型类
'fan'xing'lei'xing 泛型类型
'fan'xing'lei'xing'bian'liang 泛型类型变量
'fan'xing'lei'xing'can'shu 泛型类型参数
'fan'xing'lei'xing'ding'yi 泛型类型定义
'fan'xu'lie'hua 反序列化
'fan'yi'cheng'xu 翻译程序
'fan'yi'deng'zhi'xing 翻译等值性
'fan'yi'jia'bai'ke 翻译加百科
'fan'yi'ji'yi 翻译记忆
'fan'yi'lai 反依赖
'fan'ying'zhu'ti 反应主体
'fan'yi'qi 翻译器
'fan'yi'ruan'jian 翻译软件
'fan'yi'tui'li 反绎推理
'fan'yu'ci 范域词
'fan'yu'zuo'yong'yu 范域作用域
'fan'zhuan'ju'xing'qu 翻转矩形区
'fa'san'shu'juan'ji'fa 发散束卷积法
'fa'she 发射
'fa'she'ji'dian'jie 发射极点接
'fa'she'ji'xia'la'dian'zu 发射极下拉电阻
'fa'sheng'quan 发生权
'fa'sheng'yan'chi 发声延迟
'fa'she'shang 发射上
'fa'she'xia 发射下
'fa'song'fang'ce'lue'kuang'jia 发送方策略框架
'fa'song'fang'zi'jie'liu'jie'shu 发送方字节流结束
'fa'song'qing'chu 发送清除
'fa'song'zhe 发送者
'fa'xian'liu 法线流
'fa'yin'bi'jiao 发音比较
'fa'yin'jie'gou 发音结构
'fa'ze 法则
'fei'bang'fa 诽谤法
'fei'bao'he'ci'ji'lu 非饱和磁记录
'fei'bi'ran'xing 非必然性
'fei'chang'gui'bian'ma 非常规编码
'fei'cheng'zi'bu'jian 非成字部件
'fei'chuan'tong'ji'suan'ji 非传统计算机
'fei'dan'diao'tui'li 非单调推理
'fei'duan'lu'huo 非短路或
'fei'duan'lu'yu 非短路与
'fei'dui'chen 非对称
'fei'dui'chen'jia'mi'suan'fa 非对称加密算法
'fei'dui'chen'mi'ma 非对称密码
'fei'dui'chen'mi'ma'xi'tong 非对称密码系统
'fei'dui'chen'mi'yue 非对称密钥
'fei'dui'chen'suan'fa 非对称算法
'fei'dui'chen'xuan'ze'wang 非对称选择网
'fei'dui'chen'zhan'zheng 非对称战争
'fei'er'tuo'si'te 费尔托斯特
'fei'guo'cheng'yu'yan 非过程语言
'fei'jiao'huan'lian'jie 非交换连接
'fei'ji'da'shi'yin'shua'ji 非击打式印刷机
'fei'jie'chu'shi'ci'ji'lu 非接触式磁记录
'fei'ji'huo 非激活
'fei'ji'huo'ye'mian 非激活页面
'fei'ji'suan'yan'chi 非计算延迟
'fei'jun'shi'qu 非军事区
'fei'jun'yun'cun'chu'qi'cun'qu 非均匀存储器存取
'fei'jun'yun'dui'xiang'mo'xing 非均匀对象模型
'fei'jun'yun'you'li 非均匀有理
'fei'ke'kong'jian 飞客空间
'fei'ke'pai'hang 飞客排行
'fei'ke'pin'dao 飞客频道
'fei'ling'zhi 非零值
'fei'liu'xing 非流形
'fei'liu'xing'zao'xing 非流形造型
'fei'men 非门
'fei'mi'mi'xing 非秘密性
'fei'mo'chu'zhan'zi'dong'ji 非抹除栈自动机
'fei'ping'bi'shuang'jiao'xian 非屏蔽双绞线
'fei'ping'fan'han'shu'yi'lai 非平凡函数依赖
'fei'ping'heng'shu 非平衡树
'fei'qiang'xian'diao'du 非抢先调度
'fei'qiang'xian'duo'ren'wu'chu'li 非抢先多任务处理
'fei'qing'qiu'fen'ye 非请求分页
'fei'que'bao'cao'zuo 非确保操作
'fei'que'ding'ji'suan 非确定计算
'fei'que'ding'kong'jian'fu'za'xing 非确定空间复杂性
'fei'que'ding'shi'jian'fu'za'xing 非确定时间复杂性
'fei'que'ding'shi'jian'pu'xi 非确定时间谱系
'fei'que'ding'xing'kong'zhi'xi'tong 非确定性控制系统
'fei'que'ding'xing'tu'ling'ji 非确定型图灵机
'fei'que'ding'xing'you'qiong'zi'dong'ji 非确定型有穷自动机
'fei'shi'bie'xing 非识别型
'fei'shou'cha'yi'chang 非受查异常
'fei'ta'sha'du'ruan'jian 飞塔杀毒软件
'fei'te 非特
'fei'tu 匪徒
'fei'tuo'guan'dai'ma 非托管代码
'fei'wu'zhuang'di'dai 非武装地带
'fei'xian'ding'shi'zi'ju 非限定式子句
'fei'xian'xing 非线性
'fei'xian'xing'bian'ji 非线性编辑
'fei'xian'xing'dao'hang 非线性导航
'fei'xian'xing'kong'zhi'xi'tong 非线性控制系统
'fei'xian'xing'lian'biao 非线性链表
'fei'xian'xing'liang'hua 非线性量化
'fei'xian'xing'liu'shui'xian 非线性流水线
'fei'xian'zhi'wen'fa 非限制文法
'fei'xian'zhi'xing'yu'fa 非限制型语法
'fei'xin 飞信
'fei'xin'bang'zhu 飞信帮助
'fei'xin'da'yi 飞信答疑
'fei'xin'fu'wu 飞信服务
'fei'xing'gao'du 飞行高度
'fei'xin'huo'dong 飞信活动
'fei'xin'jiang'pai 飞信奖牌
'fei'xin'jin'pai 飞信金牌
'fei'xin'lun'tan 飞信论坛
'fei'xin'qun'zu 飞信群组
'fei'xin'tong'pai 飞信铜牌
'fei'xin'xue'li 飞信学历
'fei'xin'ye'shi 飞信夜市
'fei'xin'yin'pai 飞信银牌
'fei'yi'shi'xing'cun'chu'qi 非易失性存储器
'fei'yuan'cheng'cun'chu'qi'cun'qu 非远程存储器存取
'fei'yu'ding'wei'xiu 非预定维修
'fei'yu'ding'wei'xiu'shi'jian 非预定维修时间
'fei'zhong'ji'fu 非终极符
'fei'zhu'liu'xing'bing'du 非驻留型病毒
'fei'zhu'shu'xing 非主属性
'fei'zi'fan'xing 非自反性
'fei'zu'se'jiao'cha'kai'guan 非阻塞交叉开关
'fen'bao'shang 分包商
'fen'bian'lv 分辨率
'fen'bie'bian'yi 分别编译
'fen'bi'he'tan'bi 粉笔和炭笔
'fen'bu'can'shu'kong'zhi'xi'tong 分布参数控制系统
'fen'bu'deng'dai'tu 分布等待图
'fen'bu'dian'rong 分布电容
'fen'bu'fu'zai 分布负载
'fen'bu'guan'li'huan'jing 分布管理环境
'fen'bu'mo'shi 分布模式
'fen'bu'shi 分布式
'fen'bu'shi'biao'shi'guan'li 分布式表示管理
'fen'bu'shi'cao'zuo'xi'tong 分布式操作系统
'fen'bu'shi'cheng'xu'she'ji 分布式程序设计
'fen'bu'shi'chu'li 分布式处理
'fen'bu'shi'cun'chu'qi 分布式存储器
'fen'bu'shi'ding'xu'suan'fa 分布式定序算法
'fen'bu'shi'dui'lie'shuang'zong'xian 分布式队列双总线
'fen'bu'shi'dui'xiang'ji'shu 分布式对象技术
'fen'bu'shi'dui'xiang'ji'suan 分布式对象计算
'fen'bu'shi'duo'mei'ti 分布式多媒体
'fen'bu'shi'fang'huo'qiang 分布式防火墙
'fen'bu'shi'fu'wu'ju'jue 分布式服务拒绝
'fen'bu'shi'gong'gong'dui'xiang'mo'xing 分布式公共对象模型
'fen'bu'shi'gou'jian'dui'xiang'mo'xing 分布式构件对象模型
'fen'bu'shi'ji'suan 分布式计算
'fen'bu'shi'ji'suan'huan'jing 分布式计算环境
'fen'bu'shi'ji'suan'ji 分布式计算机
'fen'bu'shi'ji'suan'ji'huan'jing 分布式计算机环境
'fen'bu'shi'ju'jue'fu'wu 分布式拒绝服务
'fen'bu'shi'ju'jue'fu'wu'gong'ji'gong'ju 分布式拒绝服务攻击工具
'fen'bu'shi'kong'zhi 分布式控制
'fen'bu'shi'pai'xu 分布式排序
'fen'bu'shi'pai'xu'suan'fa 分布式排序算法
'fen'bu'shi'ren'gong'zhi'neng 分布式人工智能
'fen'bu'shi'rong'cuo 分布式容错
'fen'bu'shi'sao'miao 分布式扫描
'fen'bu'shi'shu'ju'ku 分布式数据库
'fen'bu'shi'suan'fa 分布式算法
'fen'bu'shi'wang 分布式网
'fen'bu'shi'wen'jian'xi'tong 分布式文件系统
'fen'bu'shi'xi'tong 分布式系统
'fen'bu'shi'xi'tong'dui'xiang'mo'shi 分布式系统对象模式
'fen'bu'shi'xuan'ze'suan'fa 分布式选择算法
'fen'bu'shi'ying'yong 分布式应用
'fen'bu'shi'yin'te'wang'ying'yong'cheng'xu 分布式因特网应用程序
'fen'bu'shi'yu'yan'fan'yi 分布式语言翻译
'fen'bu'tou'ming'xing 分布透明性
'fen'bu'zu'jian'dui'xiang'mo'shi 分布组件对象模式
'fen'cao'huan'wang 分槽环网
'fen'ceng 分层
'fen'ceng'jian'ce 分层检测
'fen'ceng'xie'yi 分层协议
'fen'cha 分叉
'fen'cha'dian 分叉点
'fen'cheng'xu'jie'gou'yu'yan 分程序结构语言
'fen'ci 分词
'fen'ci'dan'wei 分词单位
'fen'duan 分段
'fen'duan'biao'zhi 分段标志
'fen'duan'he'chong'zhuang 分段和重装
'fen'duan'que'ding'xing'de 分段确定性的
'fen'fa'ban 分发版
'fen'fa'xing'ye'wu 分发型业务
'fen'fa'ying'yong 分发应用
'feng'bi'an'quan'huan'jing 封闭安全环境
'feng'bi'shi'dian'gan 封闭式电感
'feng'bi'shi'jie'jia'she 封闭世界假设
'feng'bi'shi'jie'jia'shuo 封闭世界假说
'feng'bi'yong'hu'qun 封闭用户群
'fen'ge 分割
'fen'ge'an'quan 分隔安全
'fen'ge'an'quan'mo'shi 分隔安全模式
'fen'ge'wen'ben 分割文本
'fen'ge'zi'jie'ji 分割字节集
'feng'fang'fa 冯方法
'feng'mo'xing 冯模型
